     1.0283700E-002     1.0351221E-001     2.1020846E-004
     1.0907000E-002     1.0359308E-001     1.9016955E-004
     1.1530200E-002     1.0307349E-001     1.7768127E-004
     1.2153500E-002     1.0227366E-001     1.6967797E-004
     1.2776700E-002     1.0001082E-001     1.6413947E-004
     1.3400000E-002     1.0045215E-001     1.6124589E-004
     1.4023200E-002     9.9288260E-002     1.5790790E-004
     1.4646500E-002     9.9558672E-002     1.5598820E-004
     1.5269700E-002     9.9871544E-002     1.5389220E-004
     1.5893000E-002     9.9031798E-002     1.5273293E-004
     1.6516200E-002     9.6975365E-002     1.5111089E-004
     1.7139500E-002     9.5874166E-002     1.4974605E-004
     1.7762700E-002     9.5909259E-002     1.4838482E-004
     1.8386000E-002     9.5055220E-002     1.4751487E-004
     1.9009200E-002     9.5204399E-002     1.4737559E-004
     1.9632500E-002     9.2804546E-002     1.4599298E-004
     2.0255700E-002     9.1980805E-002     1.4504428E-004
     2.0879000E-002     9.1452275E-002     1.4438471E-004
     2.1502200E-002     9.0277844E-002     1.4372313E-004
     2.2125500E-002     8.9521518E-002     1.4302054E-004
     2.2748700E-002     8.8418854E-002     1.4230205E-004
     2.3372000E-002     8.8429462E-002     1.4181618E-004
     2.3995200E-002     8.7690642E-002     1.4095406E-004
     2.4618500E-002     8.7204822E-002     1.4077171E-004
     2.5241700E-002     8.5254057E-002     1.3984866E-004
     2.5864900E-002     8.4792322E-002     1.3926999E-004
     2.6488200E-002     8.4856806E-002     1.3887385E-004
     2.7111400E-002     8.2674935E-002     1.3794851E-004
     2.7734700E-002     8.2007152E-002     1.3772730E-004
     2.8357900E-002     8.0939400E-002     1.3687601E-004
     2.8981200E-002     8.0849102E-002     1.3695095E-004
     2.9604400E-002     7.8846424E-002     1.3603742E-004
     3.0227600E-002     7.8317706E-002     1.3526786E-004
     3.0850900E-002     7.6845863E-002     1.3478578E-004
     3.1474100E-002     7.6528045E-002     1.3412160E-004
     3.2097400E-002     7.5427282E-002     1.3333651E-004
     3.2720600E-002     7.3702784E-002     1.3250605E-004
     3.3343800E-002     7.4153748E-002     1.3271766E-004
     3.3967100E-002     7.2904110E-002     1.3211895E-004
     3.4590300E-002     7.1358720E-002     1.3115606E-004
     3.5213600E-002     7.1266376E-002     1.3076566E-004
     3.5836800E-002     7.0087898E-002     1.3045727E-004
     3.6460000E-002     6.8771693E-002     1.2982956E-004
     3.7083300E-002     6.8906477E-002     1.2938289E-004
     3.7706500E-002     6.8041985E-002     1.2893929E-004
     3.8329700E-002     6.7157286E-002     1.2851700E-004
     3.8953000E-002     6.5544515E-002     1.2763268E-004
     3.9576200E-002     6.4871662E-002     1.2701759E-004
     4.0199400E-002     6.4475984E-002     1.2717431E-004
     4.0822600E-002     6.3883699E-002     1.2677972E-004
     4.1445900E-002     6.2103371E-002     1.2577546E-004
     4.2069100E-002     6.1270220E-002     1.2510288E-004
     4.2692300E-002     6.0673040E-002     1.2459434E-004
     4.3315600E-002     6.0148678E-002     1.2417454E-004
     4.3938800E-002     5.9334702E-002     1.2382076E-004
     4.4562000E-002     5.8522280E-002     1.2320892E-004
     4.5185200E-002     5.7158274E-002     1.2259700E-004
     4.5808500E-002     5.6348648E-002     1.2233151E-004
     4.6431700E-002     5.6043155E-002     1.2181066E-004
     4.7054900E-002     5.5179438E-002     1.2101583E-004
     4.7678100E-002     5.4113438E-002     1.2040929E-004
     4.8301300E-002     5.2946618E-002     1.1981527E-004
     4.8924600E-002     5.2175946E-002     1.1956261E-004
     4.9547800E-002     5.1209034E-002     1.1880488E-004
     5.0171000E-002     5.0622456E-002     1.1827148E-004
     5.0794200E-002     5.0001849E-002     1.1793971E-004
     5.1417400E-002     4.8608073E-002     1.1734173E-004
     5.2040600E-002     4.8138215E-002     1.1717538E-004
     5.2663800E-002     4.7624080E-002     1.1650205E-004
     5.3287100E-002     4.6886173E-002     1.1613971E-004
     5.3910300E-002     4.5603219E-002     1.1562991E-004
     5.4533500E-002     4.5869519E-002     1.1566832E-004
     5.5156700E-002     4.4729834E-002     1.1472244E-004
     5.5779900E-002     4.4051974E-002     1.1436233E-004
     5.6403100E-002     4.3601286E-002     1.1391527E-004
     5.7026300E-002     4.2422090E-002     1.1328192E-004
     5.7649500E-002     4.1821392E-002     1.1300622E-004
     5.8272700E-002     4.1134334E-002     1.1242620E-004
     5.8895900E-002     4.0439219E-002     1.1204940E-004
     5.9519100E-002     3.9653715E-002     1.1167930E-004
     6.0142300E-002     3.8653205E-002     1.1103221E-004
     6.0765500E-002     3.8262865E-002     1.1043366E-004
     6.1388700E-002     3.7592389E-002     1.0980173E-004
     6.2011900E-002     3.6939315E-002     1.0948528E-004
     6.2635100E-002     3.6562323E-002     1.0939216E-004
     6.3258300E-002     3.6191033E-002     1.0882571E-004
